,Year,Month,Start_Datetime,Restore_Datetime,Duration,Utility,NERC_Region,Area,Type,Loss_megawatts,Num_Customers_Affected
169,2014,6.0,2014-06-09 11:07:00,2014-06-09 11:30:00,23.0,Peak Reliability,WECC,"Alberta, Canada",Electrical System Islanding,,
170,2014,6.0,2014-06-10 21:50:00,2014-06-11 14:30:00,1000.0,American Electric Power,RFC,WV,Severe Weather - Thunderstorms,,66383
171,2014,6.0,2014-06-15 00:00:00,2014-06-15 01:00:00,60.0,Xcel Energy,MRO,Central MN,Severe Weather - Thunderstorms,,55951
172,2014,6.0,2014-06-18 17:00:00,2014-06-20 15:00:00,2760.0,Detroit Edison Co,RFC,Southeast MI,Severe Weather - Thunderstorms,,138802
173,2014,6.0,2014-06-27 13:21:00,,,We Energies,MRO,WI,Fuel Supply Emergency - Coal,,
174,2014,6.0,2014-06-30 17:55:00,2014-07-01 02:53:00,538.0,We Energies,MRO,Southeast  WI,Severe Weather - Thunderstorms,424,120000
175,2014,6.0,2014-06-30 20:00:00,2014-07-02 18:30:00,2790.0,Exelon Corporation/ComEd,RFC,IL,Severe Weather - Thunderstorms,,420000
176,2014,6.0,2014-06-30 23:20:00,2014-07-01 17:00:00,1060.0,Northern Indiana Public Service Company,RFC,North Central IN,Severe Weather - Thunderstorms,,127000
177,2014,7.0,2014-07-01 03:30:00,,,Consumers Energy Co,RFC,Southwest MI,Severe Weather - Thunderstorms,,51000
178,2014,7.0,2014-07-01 04:00:00,2014-07-03 23:30:00,4050.0,Detroit Edison Co,RFC,Southeast MI,Severe Weather - Thunderstorms,,140000
179,2014,7.0,2014-07-01 05:00:00,2014-07-02 02:00:00,1260.0,American Electric Power,RFC,"IN, MI",Severe Weather - Thunderstorms,,57237
180,2014,7.0,2014-07-02 08:39:00,2014-07-28 15:13:00,37834.0,We Energies,MRO,WI,Fuel Supply Emergency - Coal,,
181,2014,7.0,2014-07-03 18:00:00,2014-07-06 12:00:00,3960.0,Exelon Corporation/PECO,RFC,PA,Severe Weather - Thunderstorms,,298165
182,2014,7.0,2014-07-03 22:55:00,2014-07-04 01:50:00,175.0,ISO New England,NPCC,"VT, NH, ME, RI, MA, CT",Severe Weather - Thunderstorms,,64000
183,2014,7.0,2014-07-08 17:30:00,2014-07-10 15:00:00,2730.0,PPL Electric Utilities Corp,RFC,Central and Northeastern PA,Severe Weather - Thunderstorms,,66000
184,2014,7.0,2014-07-08 17:30:00,2014-07-12 23:20:00,6110.0,FirstEnergy Corp: Potomac Edison,RFC,"MD, WV",Severe Weather - Thunderstorms,,96000
185,2014,7.0,2014-07-08 17:30:00,2014-07-12 23:30:00,6120.0,FirstEnergy Corp: Mon Power,RFC,WV,Severe Weather - Thunderstorms,,71000
186,2014,7.0,2014-07-08 18:00:00,2014-07-11 17:53:00,4313.0,FirstEnergy Corp: Met-Ed,RFC,Eastern PA,Severe Weather - Thunderstorms,,69000
187,2014,7.0,2014-07-08 19:21:00,2014-07-11 07:00:00,3579.0,Niagara Mohawk Power Corporation (dba National Grid),NPCC,Upstate NY,Severe Weather - Thunderstorms,,65000
188,2014,7.0,2014-07-08 20:30:00,2014-07-11 23:00:00,4470.0,Exelon Corporation/PECO,RFC,PA,Severe Weather - Thunderstorms,,260000
189,2014,7.0,2014-07-08 21:31:00,,,Baltimore Gas & Electric Company,RFC,MD,Severe Weather - Thunderstorms,,56600
190,2014,7.0,2014-07-23 19:14:00,2014-07-24 00:23:00,309.0,American Electric Power,SERC,"AR, LA",Severe Weather - Thunderstorms,,57299
191,2014,7.0,2014-07-24 16:29:00,2014-07-24 23:32:00,423.0,Southern California Edison,WECC,CA,Load shedding of 100 Megawatts,126,26856
192,2014,7.0,2014-07-27 17:00:00,2014-07-28 23:00:00,1800.0,Detroit Edison Co,RFC,Southeast MI,Severe Weather - Thunderstorms,,156611
193,2014,7.0,2014-07-27 23:00:00,2014-07-28 04:00:00,300.0,California Department of Water Resources,WECC,Central CA,Uncontrolled Loss of 300 Megawatts,480,1
194,2014,8.0,2014-08-13 06:08:00,2014-08-13 06:34:00,26.0,Peak Reliability,WECC,"Alberta, Canada",Electrical System Separation (Islanding),370,
195,2014,8.0,2014-08-20 01:21:00,2014-08-20 01:41:00,20.0,Peak Reliability,WECC,"Alberta, Canada",Electrical System Separation (Islanding),,
196,2014,8.0,2014-08-23 16:39:00,2014-08-24 01:46:00,547.0,Illinois Municipal Electric Agency,RFC,"City of Highland, IL",Operational Failure of Electrical System,31,6549
197,2014,8.0,2014-08-24 03:20:00,2014-08-25 07:05:00,1665.0,PG&E,WECC,"North of San Francisco, CA",Earthquake,95,70000
198,2014,8.0,2014-08-26 15:30:00,,,Detroit Edison Co,RFC,Southeast MI,Severe Weather - Thunderstorms,,
199,2014,9.0,2014-09-05 16:30:00,2014-09-06 14:00:00,1290.0,Exelon Corporation / ComEd,RFC,IL,Severe Weather - Thunderstorms,,180400
200,2014,9.0,2014-09-05 19:14:00,2014-09-06 13:00:00,1066.0,Consumers Energy,RFC,Lower Peninsula of MI,Severe Weather - Thunderstorms,50,60000
201,2014,9.0,2014-09-05 20:00:00,,,Detroit Edison Co,RFC,MI,Severe Weather - Thunderstorms,,324000
202,2014,9.0,2014-09-09 08:18:00,2014-09-09 23:59:00,941.0,Peak Reliability,WECC,"Alberta, Canada",Electrical System Separation (Islanding),,
203,2014,9.0,2014-09-11 04:56:00,2014-09-11 05:37:00,41.0,Peak Reliability,WECC,"Alberta, Canada",Electrical System Separation (Islanding),,
204,2014,9.0,2014-09-14 21:50:00,2014-09-17 15:08:00,3918.0,Portland General Electric,WECC,OR,Electrical System Separation (Islanding),1,123
205,2014,9.0,2014-09-19 14:20:00,2014-09-23 13:10:00,5690.0,Portland General Electric,WECC,"Estacada, OR",Electrical System Separation (Islanding),1,123
206,2014,9.0,2014-09-22 11:00:00,2014-09-22 11:01:00,1.0,Minnesota Power Inc,MRO,Northeast MN,Fuel Supply Emergency - Coal,1000,140000
207,2014,10.0,2014-10-02 16:00:00,2014-10-07 10:00:00,6840.0,Oncor Electric Delivery Company LLC,TRE,TX,Severe Weather - Thunderstorms,,500000
208,2014,10.0,2014-10-02 22:15:00,,,"Entergy Services, Inc.",SERC,AR,Severe Weather - Thunderstorms,,67300
209,2014,10.0,2014-10-06 10:52:00,2014-10-07 00:52:00,840.0,CenterPoint Energy,TRE,"Houston, TX",Severe Weather - Thunderstorms,292,129237
210,2014,10.0,2014-10-08 16:47:00,2014-10-08 18:29:00,102.0,ERCOT,TRE,Rio Grande Valley TX,Public Appeal to Reduce Electricity Usage; Load Shed of 100 MW,,
211,2014,10.0,2014-10-08 16:49:00,2014-10-08 18:23:00,94.0,American Electric Power - Texas,TRE,Rio Grande Valley TX,Public Appeal to Reduce Electricity Usage; Load Shed of 100 MW,585,120000
212,2014,10.0,2014-10-09 09:27:00,,,American Electric Power,TRE,Rio Grande Valley TX,Public Appeal to Reduce Electricity Usage,,2800
213,2014,10.0,2014-10-13 12:45:00,2014-10-13 16:15:00,210.0,"Entergy Services, Inc.",SERC,LA,Severe Weather - Thunderstorms,,68600
214,2014,10.0,2014-10-14 05:44:00,2014-10-14 17:50:00,726.0,Southern Company,SERC,"AL, FL, GA",Severe Weather - Thunderstorms,191,57475
215,2014,10.0,2014-10-14 18:20:00,2014-10-14 18:28:00,8.0,Puerto Rico Electric Power Authority,,Puerto Rico,Voltage Reduction,,
216,2014,10.0,2014-10-22 22:46:00,2014-10-22 22:47:00,1.0,ISO New England,NPCC,"NH, ME, MA, RI, CT, VT",Severe Weather,,66650
217,2014,10.0,2014-10-25 16:00:00,2014-10-25 22:00:00,360.0,Portland General Electric Co,WECC,"Greater Portland and Salem, OR",Severe Weather - Wind,216,78000
218,2014,10.0,2014-10-25 18:00:00,,,Puget Sound Energy,WECC,"King County, Thurston County and Kitsap County,  WA",Severe Weather - Wind,154,96000
219,2014,11.0,2014-11-02 13:46:00,,,ISO New England,NPCC,"MA, ME, VT, NH, RI, CT",Severe Weather - Winter Storm,,63719
220,2014,11.0,2014-11-11 18:00:00,2014-11-14 15:00:00,4140.0,Puget Sound Energy,WECC,WA,Severe Weather - Wind,132,68000
221,2014,11.0,2014-11-14 09:50:00,2014-11-14 13:18:00,208.0,Portland General Electric Co,WECC,"Estacada, OR",Electrical System Islanding,1,123
222,2014,11.0,2014-11-24 00:00:00,,,Southwestern Public Service Company,SPP,"NE, KS, TX, AR, LA, NM",Fuel Supply Emergency - Coal,,
223,2014,11.0,2014-11-24 12:00:00,2014-11-27 13:00:00,4380.0,Detroit Edison Co,RFC,MI,Severe Weather - Wind,,186154
224,2014,11.0,2014-11-26 17:50:00,2014-11-28 07:00:00,2230.0,ISO New England,NPCC,"NH, MA, ME, RI, CT, VT",Severe Weather - Winter Storm,,79530
225,2014,12.0,2014-12-11 06:40:00,,,Pacific Gas & Electric Co,WECC,Northern CA,Severe Weather- High Winds,,
226,2014,12.0,2014-12-11 07:21:00,2014-12-11 21:53:00,872.0,Pacific Gas & Electric Co,WECC,"San Francisco, CA",Distribution Interruption - Unknown Cause,225,75000
227,2014,12.0,2014-12-11 16:05:00,2014-12-11 21:00:00,295.0,Portland General Electric Co,WECC,"Portland, OR",Severe Weather- High Winds,250,85470
228,2014,12.0,2014-12-11 17:00:00,2014-12-12 10:00:00,1020.0,Puget Sound Energy,WECC,"Kitsap, Thurston, Whatcom counties WA",Severe Weather- High Winds,116,264000
229,2014,12.0,2014-12-11 23:15:00,,,Pacific Gas & Electric Co,WECC,Northern CA,Severe Weather- High Winds,,
230,2014,12.0,2014-12-30 13:08:00,2015-01-01 16:50:00,3102.0,Pacific Gas & Electric Co,WECC,Northern CA,Severe Weather- High Winds,127,84500
231,2015,1.0,2015-01-07 17:00:00,2015-01-08 08:35:00,935.0,Memphis Light Gas and Water Division,SERC,TN,Public appeal to reduce the use of electricity - Severe Weather - Winter,,
232,2015,1.0,2015-01-07 17:00:00,2015-01-08 08:35:00,935.0,Tennessee Valley Authority,SERC,"TN, KY, VA, NC, GA, AL, MO",Public appeal to reduce the use of electricity - Severe Weather - Winter,,
233,2015,2.0,2015-02-06 20:58:00,,,Pacific Gas & Electric Co,WECC,Northern CA,"Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather - Wind",,65000
234,2015,2.0,2015-02-16 21:00:00,2015-02-18 14:00:00,2460.0,Tennessee Valley Authority,SERC,"TN, KY, VA, NC, GA, AL, MO","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather- Winter",,67189
235,2015,2.0,2015-02-16 21:41:00,2015-02-18 07:00:00,1999.0,Southern Company,SERC,"Northern/North Eastern, GA","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather- Winter",620,186035
236,2015,2.0,2015-02-17 02:12:00,2015-02-18 16:00:00,2268.0,Duke Energy Carolinas,SERC,"NC, SC","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather- Winter",,68000
237,2015,2.0,2015-02-17 09:00:00,2015-02-18 23:00:00,2280.0,Duke Energy Progress,SERC,"NC, SC","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather- Winter",,52000
238,2015,2.0,2015-02-18 15:00:00,2015-02-20 09:00:00,2520.0,Tennessee Valley Authority,SERC,"TN, KY, VA, NC, GA, AL, MO",Public appeal to reduce the use of electricity - Severe Weather- Winter,,
239,2015,2.0,2015-02-20 06:00:00,2015-02-20 10:00:00,240.0,Duke Energy Progress,SERC,"NC, SC",System-wide voltage reductions of 3 percent or more - Severe Weather- Winter,,
240,2015,2.0,2015-02-21 08:34:00,2015-02-21 12:45:00,251.0,Tennessee Valley Authority,SERC,"Fentress County, TN","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather- Winter",,50000
241,2015,2.0,2015-02-26 03:12:00,2015-02-26 20:00:00,1008.0,Duke Energy Progress,SERC,"NC, SC","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather- Winter",,124000
242,2015,2.0,2015-02-26 03:30:00,2015-02-27 12:00:00,1950.0,Duke Energy Carolinas,SERC,NC,"Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather- Winter",400,103776
243,2015,3.0,2015-03-15 15:30:00,2015-03-15 19:00:00,210.0,Portland General Electric Co,WECC,"Greater Portland & Salem , OR","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather - Wind",210,71000
244,2015,3.0,2015-03-26 15:21:00,2015-03-26 16:59:00,98.0,Pacific Gas & Electric Co,WECC,"Contra Costa County, CA",Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational - System Operations,15,
245,2015,4.0,2015-04-03 02:00:00,2015-04-03 07:48:00,348.0,Westar Energy Inc,SPP,"Harvey, Reno, and Sedgwick Counties, KS","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather - Thunderstorms",,70000
246,2015,4.0,2015-04-06 08:12:00,2015-04-06 12:08:00,236.0,Pacific Gas & Electric Co,WECC,"Butte County, CA","Loss of electric service to more than 50,000 customers for 1 hour or more - System Operations",,80000
247,2015,4.0,2015-04-07 12:30:00,2015-04-07 17:34:00,304.0,Potomac Electric Power Co,RFC,Unknown,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident - System Operations,,
248,2015,4.0,2015-04-07 15:34:00,2015-04-07 15:46:00,12.0,WAPA Sierra Nevada Region,WECC,CA,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational - System Operations,0,0
249,2015,4.0,2015-04-17 09:16:00,2015-04-17 11:00:00,104.0,Peak Reliability,WECC,Canada,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational - System Operations,9300,
250,2015,4.0,2015-04-17 21:30:00,2015-04-19 23:50:00,3020.0,CenterPoint Energy,TRE,"Houston, TX","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,280982
251,2015,4.0,2015-04-18 21:00:00,2015-04-21 04:00:00,3300.0,Oncor Electric Delivery Company LLC,TRE,"Dallas, Fort Worth, TX","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,89000
252,2015,4.0,2015-04-24 19:10:00,2015-04-26 16:00:00,2690.0,Oncor Electric Delivery Company LLC,TRE,"Dallas, Fort Worth, TX","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,57000
253,2015,4.0,2015-04-27 10:30:00,2015-04-28 18:45:00,1935.0,"Entergy Services, Inc.",SERC,LA and TX,"Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,199000
254,2015,5.0,2015-05-18 15:28:00,2015-05-18 15:47:00,19.0,Peak Reliability for BCHA,WECC,WA,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational - Severe Weather,275,0
255,2015,5.0,2015-05-25 18:00:00,2015-05-29 07:15:00,5115.0,Oncor Electric Delivery Company LLC,TRE,North TX,"Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,454000
256,2015,5.0,2015-05-25 20:30:00,,,"Southwest Power Pool, Inc.",SPP,"TX, LA, AR","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,57351
257,2015,5.0,2015-05-25 20:30:00,2015-05-26 18:30:00,1320.0,American Electric Power - (SPP Reliability Region),SPP,TX,"Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,57531
258,2015,5.0,2015-05-25 22:45:00,2015-05-28 01:25:00,3040.0,CenterPoint Energy,TRE,"Fort Bend County, & Harris County ,TX","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,61000
259,2015,5.0,2015-05-26 05:30:00,2015-05-27 19:00:00,2250.0,"Entergy Services, Inc.",SERC,"TX, LA, AR, MS","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,78515
260,2015,6.0,2015-06-01 19:19:00,2015-06-02 08:36:00,797.0,Pacific Gas & Electric Co,WECC,CA,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational - System Operations,5,484
261,2015,6.0,2015-06-02 18:58:00,2015-06-02 19:24:00,26.0,Pacific Gas & Electric Co,WECC,CA,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational - System Operations,5,727
262,2015,6.0,2015-06-03 15:00:00,2015-06-05 17:00:00,3000.0,ERCOT,TRE,TX,Public appeal to reduce the use of electricity - System Operations,,
263,2015,6.0,2015-06-07 13:52:00,2015-06-07 14:13:00,21.0,Tennessee Valley Authority,SERC,TN,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident - System Operations,,
264,2015,6.0,2015-06-07 13:54:00,2015-06-07 14:13:00,19.0,Memphis Light Gas and Water Division,SERC,"Shelby County, TN",Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident and System-wide voltage reductions of 3 percent or more - System Operations,926,
265,2015,6.0,2015-06-08 00:00:00,,,California Department of Water Resources,WECC,"Merced County, CA",Fuel supply emergencies that could impact electric power system adequacy or reliability - System Operations,176,
266,2015,6.0,2015-06-23 17:06:00,2015-06-26 16:00:00,4254.0,Delmarva Power & Light Company,RFC,"New Castle County, DE","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,65000
267,2015,6.0,2015-06-23 17:30:00,2015-06-23 19:00:00,90.0,Exelon Corporation / PECO,RFC,"DE County, PA; Chester County, PA","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,200000
268,2015,6.0,2015-06-23 18:00:00,2015-06-30 18:00:00,10080.0,Atlantic City Electric Co,RFC,"Gloucester County, Burlington County, Atlantic County, Cape May County, NJ","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,263000
269,2015,6.0,2015-06-23 18:18:00,2015-06-23 20:30:00,132.0,PJM Interconnection,RFC,NJ,"Load shedding of 100 Megawatts or more implemented under emergency operational policy and Loss of electric service to more than 50,000 customers for 1 hour or more - System Operations",198,156338
270,2015,6.0,2015-06-23 18:26:00,,,Public Service Electric & Gas,NPCC,NJ,"Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",90,73000
271,2015,6.0,2015-06-23 18:30:00,2015-06-24 05:00:00,630.0,ISO New England,NPCC,"CT, ME, MA, NH, RI, VT","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,62442
272,2015,6.0,2015-06-26 02:00:00,,,Kansas City Power & Light Co,SPP,KS,"Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,110000
273,2015,6.0,2015-06-27 17:00:00,2015-06-30 17:18:00,4338.0,Detroit Edison Co,RFC,"Wayne County, MI","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,68000
274,2015,6.0,2015-06-29 19:21:00,2015-06-29 19:42:00,21.0,Peak Reliability,WECC,WA,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational - Severe Weather,0,0
275,2015,6.0,2015-06-30 10:50:00,2015-07-01 21:00:00,2050.0,Pacific Gas & Electric Co,WECC,CA,Public appeal to reduce the use of electricity - Severe Weather,,
276,2015,6.0,2015-06-30 14:00:00,2015-06-30 21:00:00,420.0,California ISO,WECC,CA,Public appeal to reduce the use of electricity - Severe Weather,,
277,2015,7.0,2015-07-03 17:17:00,2015-07-03 23:30:00,373.0,ERCOT,TRE,TX,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident - System Operations,350,30000
278,2015,7.0,2015-07-13 14:14:00,2015-07-16 06:00:00,3826.0,Duke Energy Ohio Inc,RFC,"OH, KY","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",480,68339
279,2015,7.0,2015-07-13 19:40:00,2015-07-15 12:15:00,2435.0,American Electric Power - (RFC Reliability Region),RFC,VA,"Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",,52739
280,2015,7.0,2015-07-14 15:29:00,2015-07-15 11:55:00,1226.0,"Entergy Services, Inc.",SPP,AR,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident - Severe Weather,,
281,2015,7.0,2015-07-14 20:00:00,2015-07-15 09:23:00,803.0,Southern Company,SERC,AL,"Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",366,111644
282,2015,7.0,2015-07-15 02:00:00,2015-07-15 02:55:00,55.0,California Department of Water Resources,WECC,CA,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident - System Operations,360,0
283,2015,7.0,2015-07-16 16:45:00,2015-07-16 17:48:00,63.0,American Electric Power - (SPP Reliability Region),SPP,TX,Load shedding of 100 Megawatts or more implemented under emergency operational policy - System Operations,117,17311
284,2015,7.0,2015-07-18 02:00:00,2015-07-19 07:00:00,1740.0,Northern States Power Co,MRO,"Henepin and Ramsey County, MN","Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",250,250000
285,2015,7.0,2015-07-18 18:26:00,2015-07-18 21:03:00,157.0,Pacific Gas & Electric Co,WECC,CA,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational - System Operations,30,70
286,2015,7.0,2015-07-18 19:59:00,2015-07-18 22:45:00,166.0,Pacific Gas & Electric Co,WECC,CA,"Loss of electric service to more than 50,000 customers for 1 hour or more - Severe Weather",160,78164
287,2015,7.0,2015-07-21 12:47:00,2015-07-21 13:12:00,25.0,Peak Reliability,WECC,WA,Load shedding of 100 Megawatts or more implemented under emergency operational policy - System Operations,200,
288,2015,7.0,2015-07-27 03:52:00,2015-07-27 04:36:00,44.0,Pacific Gas & Electric Co,WECC,CA,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational - System Operations,,484
289,2015,7.0,2015-07-28 12:05:00,2015-07-28 12:26:00,21.0,Puerto Rico Electric Power Authority,,Puerto Rico,System-wide voltage reductions of 3 percent or more - System Operations,150,
